4.317792124201713315e-09,4.040591036834301299e-09,4.583954395822979683e-09,4.022893162243145455e-09,4.784298382047436968e-09,3.931014786130672941e-09,4.185586249702824469e-09,3.998664992618904300e-09,3.706293228511067189e-09,4.460378212872002877e-09,5.575050414327538955e-09,3.769857977572666353e-09,4.428209711781569717e-09,4.719753029887509657e-09,4.233594792220080070e-09,4.108028303850802242e-09,4.300399876622476844e-09,3.746176423802316589e-09,3.837612787841870238e-09,4.451888488084673335e-09
4.094280704266231433e-09,3.778650665277774219e-09,4.135931741377286845e-09,3.760996908906125839e-09,3.591331324628293832e-09,3.994871142179311539e-09,3.815820626621395963e-09,3.846011984120753424e-09,3.982406672908500992e-09,3.879322479805053469e-09,4.524338590953417718e-09,3.824308991737294611e-09,3.758659852121100242e-09,4.713819831812882976e-09,4.140415253926102135e-09,4.317948537210304096e-09,4.305144789344424127e-09,4.186236109256051181e-09,4.098186733433903830e-09,4.038995484154989777e-09
3.639929207935211875e-09,3.648599250370883967e-09,3.896136345162496636e-09,4.385225331390089679e-09,3.608297844538474841e-09,4.199322525882781946e-09,3.998016683635862777e-09,4.161444439549494673e-09,4.264297682900250172e-09,4.247150883653264219e-09,4.182167878818070481e-09,4.945685980932699484e-09,4.552806092931475019e-09,4.574763565689811647e-09,4.832007167758986726e-09,4.806193918710515189e-09,4.894855740900682059e-09,6.024755785651606903e-09,5.081994421868366898e-09,4.947251617916364330e-09
4.624975766975946240e-09,4.230460558376101254e-09,4.189292337676183511e-09,4.470824189302673019e-09,4.453886064562775033e-09,4.281353861306548049e-09,4.936722372896069649e-09,4.681742151581547689e-09,4.950654733332769665e-09,5.077129654569325556e-09,5.184344228881417235e-09,5.551172260785281131e-09,5.466522549168277592e-09,5.576786945737071765e-09,5.834574189386006058e-09,5.647945819300988659e-09,6.548242019977313771e-09,5.683116150412437350e-09,5.542438335060972587e-09,6.049050919024301876e-09
4.372263236995062850e-09,4.754317757450225819e-09,4.211851916537317276e-09,4.915178378635972345e-09,4.449051284433204980e-09,4.784159358230703882e-09,4.756714087656634576e-09,5.164106230074710357e-09,5.412903934269598325e-09,4.771845477454218018e-09,5.006890265466057656e-09,5.347700606497477071e-09,5.506069871191803721e-09,5.377782095211789193e-09,6.295045518411343788e-09,5.977336919894291167e-09,6.521724170755860129e-09,6.863429988814402756e-09,7.217816237939742077e-09,6.414013885681938553e-09
3.901875704427863953e-09,4.062516936190593981e-09,4.758199405104087554e-09,5.261094484585187637e-09,4.720482646788422712e-09,4.537017841406764155e-09,5.177446951273176550e-09,5.262398210866740973e-09,5.109447939614667316e-09,5.787918680350476755e-09,6.488800634419622583e-09,6.091939003450969855e-09,6.165130295887951463e-09,6.522732436817688932e-09,7.390791404276661394e-09,6.930572107325265245e-09,7.062423729382921163e-09,7.500775240112062413e-09,7.185902859376327420e-09,7.173451943204033061e-09
6.372937919908456704e-09,6.035903688927164436e-09,5.395332364795896812e-09,5.770497528553939228e-09,6.460224453654059626e-09,5.972108113706140574e-09,6.867869978739966627e-09,6.318281041491433428e-09,6.793036473680543172e-09,7.057974745351014633e-09,7.225727872711899489e-09,7.646486826022977108e-09,7.689751206268333130e-09,9.475196632124527166e-09,8.686678296401827520e-09,9.082789438688352327e-09,1.054769217074446539e-08,1.168022995890344029e-08,8.623146536065022664e-09,1.113766225510492620e-08
3.602698795249675458e-09,5.572794146372429434e-09,5.994962490666776099e-09,5.623059856761911345e-09,5.834194912763270710e-09,7.011652502588958115e-09,6.664288983638109860e-09,7.469880136022473135e-09,7.613423491945791425e-09,8.104580949634875901e-09,8.694084225318213828e-09,8.407401425698222928e-09,8.298755565680615773e-09,9.972164211740140642e-09,1.008096464506964180e-08,9.576639666115602967e-09,1.099960557392434308e-08,1.180066162590983019e-08,1.017873168717577414e-08,1.273883433981777402e-08
4.462312112088648170e-09,6.166309500793883930e-09,5.413798999682948445e-09,6.059905977968833495e-09,6.274656324590302394e-09,5.536031411490035835e-09,7.235871218016258982e-09,6.489207702344113494e-09,7.740349248047612034e-09,7.333772148502647437e-09,7.839025504527700242e-09,8.020023392707179530e-09,8.995596995928382635e-09,9.064745471444814078e-09,8.740850821922250693e-09,1.069316751077099403e-08,1.073683652889026355e-08,1.055669229549689593e-08,1.095492064536380802e-08,1.286115809438656799e-08
3.690356642878188577e-09,7.270254336852409947e-09,5.421864766437856791e-09,6.540305060060661752e-09,6.825182606517428219e-09,7.937799622027575184e-09,1.006388271633096131e-08,8.225415926920716545e-09,1.013044562078487677e-08,9.477663204923933952e-09,1.024708455600780487e-08,1.063658804689437993e-08,1.230347291443170393e-08,1.204812175787703717e-08,1.712581089378301464e-08,1.388295357310185771e-08,1.633756275270519414e-08,1.746222365379358970e-08,1.335821070445862483e-08,1.653442727954141461e-08
5.799772652575709876e-09,7.253936469429490292e-09,7.614350733778655357e-09,7.678112228444592610e-09,9.146425607357875428e-09,8.729156201835942365e-09,1.001759453303483308e-08,1.064188190880408759e-08,1.281286658887631747e-08,1.497452064528446864e-08,1.548710164009341544e-08,2.093817287788505747e-08,1.844183099769903139e-08,2.559817134986663815e-08,2.244169571270853558e-08,2.869345271892085782e-08,2.995632007093798674e-08,3.877026356320976623e-08,3.172622415075780347e-08,4.711511506068240215e-08
4.240451925855717482e-09,6.276599454088066637e-09,7.651843198304542067e-09,7.290764054525892052e-09,8.098061015501988746e-09,9.637307200737912132e-09,1.161898655276684754e-08,1.402479908695135025e-08,1.357150659016796969e-08,1.547227427124510179e-08,1.902011685422816276e-08,1.937217461428241389e-08,1.974444187860988515e-08,2.655508046646400957e-08,2.554811082845199597e-08,2.578484016714938650e-08,3.451853331927738269e-08,3.925858872101775338e-08,3.827401003714909723e-08,4.717073159869791164e-08
1.309837167334560552e-08,8.810163204198149945e-09,9.483315643800281457e-09,1.104683462939296786e-08,1.180583222118888428e-08,1.320190233892861847e-08,1.442273992726217163e-08,2.080559509286530198e-08,2.058509261379294730e-08,2.235365901934760896e-08,2.194226583665881261e-08,2.876886165478656743e-08,2.790467825607128557e-08,3.375131185726216593e-08,4.233729872746659655e-08,4.055771081308230350e-08,5.201603571030962231e-08,4.762602099227289811e-08,5.169276888050220071e-08,4.939008237760526350e-08
