nu  :  1.4996e+00 ±  9.9841e-03
y   : -6.9727e+00 ±  0.0000e+00
F00 : -2.2794e+01 ±  4.5670e-03
F01: 1.0
F10: 1.0
F11 : -7.2488e+00 ±  1.6712e-18
b1  : -4.6134e-02 ±  1.3465e-03
b2  :  4.1294e-02 ±  1.2608e-03
b3  :  2.7026e-02 ±  1.6906e-03
c0  : -2.1183e+01 ±  0.0000e+00
Kc  :  1.0741e+00 ±  1.6170e-03
