1.095220658912911522e-10,2.974778288487076291e-10,1.803382125598146126e-10,3.054426315739973847e-10,6.457612816157043515e-11,1.334574355481402766e-10,1.429365338111628367e-10,4.519645615466574025e-10,7.257694872674787637e-11,3.553632908866065866e-10,8.426849521439388041e-11,1.075806313914559749e-10,2.621393106545602339e-10,2.857121846624104305e-10,2.667107412099903809e-10,1.440693207598827698e-10,4.560579862829962853e-11,1.660596814493853159e-10,2.347438313306772404e-10,1.926462516787627383e-10
3.374211792299407509e-10,1.024323158610242039e-10,4.666237923534742363e-10,2.342369395284244634e-10,2.170600161386981110e-10,1.639951397243111336e-10,5.097031336661047923e-10,1.811666291395939069e-11,1.826054022098955539e-10,1.533180532360848180e-10,4.869750326201597259e-10,2.964870777236645565e-10,1.362692512246864225e-10,2.002848919700093378e-10,1.716008686248343123e-10,4.727274130554998431e-10,2.326122653800086030e-10,3.834898258948254343e-11,6.926174823980806331e-11,5.188517643270005429e-11
1.263567335851728055e-10,3.320602392709704914e-10,2.655496885060601589e-10,2.579891276221518447e-11,1.079526788317760735e-10,3.525387137112825066e-10,6.195739788159657187e-10,2.098869338604800269e-10,4.152008563572836580e-10,2.788780695265173274e-10,3.226426433142399603e-10,3.878318831660318748e-10,9.909006640809907079e-11,3.711614602234178940e-10,4.228272398629821182e-10,1.991066752535025247e-10,7.080795640070250441e-11,1.130419034200221894e-10,9.972414427917625523e-11,7.416833035300316084e-10
9.795566952862981056e-10,2.974104111555835437e-10,1.263302984159456730e-10,2.823370911958171080e-10,3.115625945583985535e-10,3.471374979192959615e-10,2.554093292532463791e-10,1.812083519610837296e-10,5.653611318935531843e-10,1.212325626819369479e-10,4.030929879120725041e-10,2.124642963106099977e-10,1.999601544695832462e-10,1.821195612193258656e-10,5.119764877270354782e-10,6.270472880076918043e-10,2.105726617732496848e-10,2.999959745161550804e-11,2.215421232271553404e-11,7.070487554821215632e-11
4.326910058512059305e-10,4.889664759109375415e-10,6.728055316898355046e-10,1.781688575754834039e-10,4.362478832197758321e-11,3.978839305736552677e-11,5.215211178601917019e-10,2.134303898298906290e-10,4.448270878932571268e-10,9.004748045873236456e-11,6.680910876795900627e-10,2.708826784917345829e-10,1.934896111044444614e-10,1.824635456569646336e-10,3.273562092743660608e-10,4.288862970013375314e-10,3.268622453917125356e-10,5.369810716908630000e-10,2.769802546897966799e-10,3.184451954231736797e-10
2.327098240730581091e-10,7.157522445664515644e-11,3.385941503315579732e-10,5.505751760091384143e-10,2.224796491169820161e-10,2.786579773332693231e-10,1.003993528606187611e-09,3.820237027597550730e-10,1.373381774123474919e-11,8.920003802737009674e-11,4.577249383679847286e-10,2.767016227746459106e-10,2.058881686169406157e-10,3.306583644871310419e-10,1.018048840901547063e-09,6.039786327732873173e-10,4.472287560809498550e-10,6.119141413147612379e-10,9.562493312639923548e-10,1.101313498520126811e-09
4.730694308539788297e-10,9.886910275895614059e-11,3.601289034002488860e-10,2.668987157301016993e-11,3.724471725912044788e-10,6.581078840497294353e-10,6.090588215342276962e-10,1.659912434420327698e-10,4.190358759121534759e-10,5.229831801809526740e-10,3.106499838964796373e-10,4.464597523328164177e-10,5.433799760897323211e-10,7.162556509184546421e-10,5.845988354809030679e-10,5.028630451098191630e-10,1.487089887227449050e-10,1.728008723531465022e-09,2.850360360650537660e-10,8.456302592601943980e-10
1.415605195207623558e-10,6.001993621084630102e-10,4.978989640025515459e-10,9.008695688095581201e-10,9.049266814666246164e-11,2.816968351358098046e-10,1.165232608898682853e-10,8.511204650449847254e-10,4.001779621165768976e-10,4.117553809511864413e-10,7.604843317501123432e-10,1.553480906198608380e-09,3.058695084392926688e-10,1.876998220351679159e-10,2.217778077814331460e-09,1.031596002017191801e-09,1.036776737857687792e-09,7.188889304810345563e-10,6.671191926529569026e-10,2.493605300363282614e-09
1.833577608562897446e-10,6.309835825566693281e-10,2.113969084256339141e-10,1.652475252395805447e-10,2.264986981806654266e-10,1.711455748773592909e-10,5.529479709464258245e-10,1.343255061538632907e-10,1.182151794595681489e-09,2.000886165726927648e-10,1.493420558510917951e-09,8.878625722100791984e-10,6.237101179082519578e-10,4.325061041973020804e-10,1.677565687318574372e-10,9.793371872922967930e-10,1.771006049438849203e-09,1.469878802752622289e-09,1.438283288476239318e-09,2.919694193386739362e-10
4.283932841228858636e-10,9.991379031533560912e-10,5.904897050066020634e-10,1.096767472892470306e-09,3.821937547011929753e-10,1.563440193228164932e-09,9.430911808223624727e-10,1.622516992905940943e-10,1.048586295820328799e-09,5.899863312666798546e-11,0.000000000000000000e+00,1.401641422302843785e-09,2.783117552160044285e-09,1.381045770017835233e-10,5.630913380878803284e-11,1.560400873573258074e-10,1.440960351622928221e-09,1.419542570878388380e-09,5.062622706002321830e-10,1.644150091257262979e-09
0.000000000000000000e+00,1.331917138878013423e-09,5.262873384631032704e-10,9.963277595003857647e-10,1.184035628400353826e-09,6.903623741580262078e-10,1.140914506786302583e-09,1.027792900252556975e-09,2.468393356338294425e-09,2.617332756918776919e-10,2.555766526404003726e-09,3.792098143243430760e-09,1.821483057420037922e-09,4.348393014115151254e-09,2.751319373123055819e-09,4.966418419758772102e-09,1.081615790667879333e-08,1.846565105482256197e-09,6.483204165707151279e-09,0.000000000000000000e+00
2.202990605155248893e-10,1.575815709770962747e-09,2.121423157430934921e-10,1.577240788990162014e-09,1.861186518499794086e-09,2.640219400616909154e-10,3.141073730121463755e-11,5.330879811150477001e-10,1.121898900772544800e-09,2.490500130917695670e-09,2.010350450732087029e-09,3.885778810484159224e-09,6.074993541618784579e-09,1.810259334044545333e-09,5.955075542607394949e-10,3.313366040356058493e-09,1.307143616963153301e-09,3.629311495372374267e-09,6.482179862536525197e-09,4.107733971938638742e-09
1.317391678599566447e-09,3.361185187390659304e-10,1.754224111767470186e-09,6.772657538851811747e-10,1.487525567534489176e-09,4.302286214485096024e-10,1.059470518685609079e-09,3.117754305695117050e-09,2.372733303007889840e-09,1.016373152361050003e-09,4.045568327516550193e-10,5.876234151565179743e-09,1.228206279785648153e-09,3.146133598245643476e-09,3.990061035445652996e-09,4.720865931761832170e-09,1.278096286963752061e-09,5.377020961377862709e-09,2.481532692414142335e-09,4.451974734928689982e-09
