nu  :  1.4847e+00 ±  9.8433e-03
y   : -8.2187e+00 ±  5.5193e-16
F00 : -2.1983e+01 ±  4.7729e-03
F01: 1.0
F10: 1.0
F11 :  3.1199e+01 ±  9.6374e-18
b1  : -3.2086e-02 ±  8.9574e-04
b2  :  3.4951e-02 ±  1.0386e-03
c0  : -5.7975e+00 ±  0.0000e+00
Kc  :  9.8354e-01 ±  2.0091e-03
