nu  :  8.3881e-01 ±  2.8953e-01
y   : -9.0744e-01 ±  5.1675e-03
F00 : -2.3514e+01 ±  4.3741e-02
F01: 1.0
F10: 1.0
F11 :  1.7403e+00 ±  3.1856e+00
b1  : -3.8409e-04 ±  1.3754e-03
c0  :  1.9663e+02 ±  5.4033e-02
Kc  :  6.0692e-01 ±  8.4146e-03
