nu  :  1.4733e+00 ±  9.7377e-03
y   : -7.8501e+00 ±  0.0000e+00
F00 : -2.1992e+01 ±  4.7830e-03
F01: 1.0
F10: 1.0
F11 :  3.4521e+01 ±  0.0000e+00
b0  : -3.2847e-02 ±  9.1714e-04
b1  :  3.7077e-02 ±  1.1098e-03
b2  :  2.0639e-02 ±  1.2123e-03
c0  : -5.4613e+00 ±  0.0000e+00
Kc  :  9.8263e-01 ±  1.8885e-03
